County,Year,Month,Date,Registrations,Total_Registrations
Kerry,2018,Jun,2018-06-01,0,53
Kerry,2018,Jul,2018-07-01,12,65
Kerry,2018,Aug,2018-08-01,2,67
Kerry,2018,Sep,2018-09-01,2,69
Kerry,2018,Oct,2018-10-01,0,69
Kerry,2018,Nov,2018-11-01,0,69
Kerry,2018,Dec,2018-12-01,1,70
Kerry,2019,Jan,2019-01-01,18,88
Kerry,2019,Feb,2019-02-01,10,98
Kerry,2019,Mar,2019-03-01,2,100
Kerry,2019,Apr,2019-04-01,7,107
Kerry,2019,May,2019-05-01,2,109
Kerry,2019,Jun,2019-06-01,0,109
Kerry,2019,Jul,2019-07-01,16,125
Kerry,2019,Aug,2019-08-01,1,126
Kerry,2019,Sep,2019-09-01,3,129
Kerry,2019,Oct,2019-10-01,3,132
Kerry,2019,Nov,2019-11-01,1,133
Kerry,2019,Dec,2019-12-01,0,133
Kerry,2020,Jan,2020-01-01,27,160
Kerry,2020,Feb,2020-02-01,13,173
Kerry,2020,Mar,2020-03-01,7,180
Kerry,2020,Apr,2020-04-01,1,181
Kerry,2020,May,2020-05-01,1,182
Kerry,2020,Jun,2020-06-01,2,184
Kerry,2020,Jul,2020-07-01,25,209
Kerry,2020,Aug,2020-08-01,7,216
Kerry,2020,Sep,2020-09-01,11,227
Kerry,2020,Oct,2020-10-01,4,231
Kerry,2020,Nov,2020-11-01,1,232
Kerry,2020,Dec,2020-12-01,2,234
Kerry,2021,Jan,2021-01-01,38,272
Kerry,2021,Feb,2021-02-01,21,293
Kerry,2021,Mar,2021-03-01,23,316
Kerry,2021,Apr,2021-04-01,15,331
Kerry,2021,May,2021-05-01,9,340
Kerry,2021,Jun,2021-06-01,8,348
Kerry,2021,Jul,2021-07-01,53,401
Kerry,2021,Aug,2021-08-01,18,419
Kerry,2021,Sep,2021-09-01,21,440
Kerry,2021,Oct,2021-10-01,14,454
Kerry,2021,Nov,2021-11-01,0,454
Kerry,2021,Dec,2021-12-01,2,456
Kerry,2022,Jan,2022-01-01,86,542
Kerry,2022,Feb,2022-02-01,52,594
Kerry,2022,Mar,2022-03-01,52,646
Kerry,2022,Apr,2022-04-01,27,673
Kerry,2022,May,2022-05-01,17,690
Kerry,2022,Jun,2022-06-01,2,692
Kerry,2022,Jul,2022-07-01,54,746
Kerry,2022,Aug,2022-08-01,36,782
Kerry,2022,Sep,2022-09-01,25,807
Kerry,2022,Oct,2022-10-01,6,813
Kerry,2022,Nov,2022-11-01,4,817
Kerry,2022,Dec,2022-12-01,1,818
Kerry,2023,Jan,2023-01-01,99,917
Kerry,2023,Feb,2023-02-01,46,963
Kerry,2023,Mar,2023-03-01,66,1029
Kerry,2023,Apr,2023-04-01,47,1076
Kerry,2023,May,2023-05-01,32,1108
Kerry,2023,Jun,2023-06-01,20,1128
Kerry,2023,Jul,2023-07-01,98,1226
Kerry,2023,Aug,2023-08-01,37,1263
Kerry,2023,Sep,2023-09-01,18,1281
Kerry,2023,Oct,2023-10-01,4,1285
Kerry,2023,Nov,2023-11-01,2,1287
Kerry,2023,Dec,2023-12-01,0,1287
Kerry,2024,Jan,2024-01-01,108,1395
Kerry,2024,Feb,2024-02-01,47,1442
Kerry,2024,Mar,2024-03-01,59,1501
Kerry,2024,Apr,2024-04-01,24,1525
Kerry,2024,May,2024-05-01,8,1533
Kerry,2024,Jun,2024-06-01,10,1543
Kerry,2024,Jul,2024-07-01,103,1646
Kerry,2024,Aug,2024-08-01,,
Kerry,2024,Sep,2024-09-01,,
Kerry,2024,Oct,2024-10-01,,
Kerry,2024,Nov,2024-11-01,,
Kerry,2024,Dec,2024-12-01,,
Tiperarry,2014,Jan,2014-01-01,2,2
Tiperarry,2014,Feb,2014-02-01,0,2
Tiperarry,2014,Mar,2014-03-01,0,2
Tiperarry,2014,Apr,2014-04-01,0,2
Tiperarry,2014,May,2014-05-01,0,2
Tiperarry,2014,Jun,2014-06-01,1,3
Tiperarry,2014,Jul,2014-07-01,0,3
Tiperarry,2014,Aug,2014-08-01,1,4
Tiperarry,2014,Sep,2014-09-01,0,4
Tiperarry,2014,Oct,2014-10-01,0,4
Tiperarry,2014,Nov,2014-11-01,0,4
Tiperarry,2014,Dec,2014-12-01,0,4
Tiperarry,2015,Jan,2015-01-01,2,6
Tiperarry,2015,Feb,2015-02-01,0,6
Tiperarry,2015,Mar,2015-03-01,1,7
Tiperarry,2015,Apr,2015-04-01,2,9
Tiperarry,2015,May,2015-05-01,0,9
Tiperarry,2015,Jun,2015-06-01,0,9
Tiperarry,2015,Jul,2015-07-01,3,12
Tiperarry,2015,Aug,2015-08-01,1,13
Tiperarry,2015,Sep,2015-09-01,1,14
Tiperarry,2015,Oct,2015-10-01,1,15
Tiperarry,2015,Nov,2015-11-01,0,15
Tiperarry,2015,Dec,2015-12-01,0,15
Tiperarry,2016,Jan,2016-01-01,1,16
Tiperarry,2016,Feb,2016-02-01,5,21
Tiperarry,2016,Mar,2016-03-01,7,28
Tiperarry,2016,Apr,2016-04-01,1,29
Tiperarry,2016,May,2016-05-01,0,29
Tiperarry,2016,Jun,2016-06-01,0,29
Tiperarry,2016,Jul,2016-07-01,0,29
Tiperarry,2016,Aug,2016-08-01,0,29
Tiperarry,2016,Sep,2016-09-01,0,29
Tiperarry,2016,Oct,2016-10-01,0,29
Tiperarry,2016,Nov,2016-11-01,1,30
Tiperarry,2016,Dec,2016-12-01,0,30
Tiperarry,2017,Jan,2017-01-01,6,36
Tiperarry,2017,Feb,2017-02-01,5,41
Tiperarry,2017,Mar,2017-03-01,3,44
Tiperarry,2017,Apr,2017-04-01,0,44
Tiperarry,2017,May,2017-05-01,2,46
Tiperarry,2017,Jun,2017-06-01,0,46
Tiperarry,2017,Jul,2017-07-01,6,52
Tiperarry,2017,Aug,2017-08-01,2,54
Tiperarry,2017,Sep,2017-09-01,2,56
Tiperarry,2017,Oct,2017-10-01,0,56
Tiperarry,2017,Nov,2017-11-01,0,56
Tiperarry,2017,Dec,2017-12-01,0,56
Tiperarry,2018,Jan,2018-01-01,3,59
Tiperarry,2018,Feb,2018-02-01,3,62
Tiperarry,2018,Mar,2018-03-01,7,69
Tiperarry,2018,Apr,2018-04-01,3,72
Tiperarry,2018,May,2018-05-01,2,74
Tiperarry,2018,Jun,2018-06-01,0,74
Tiperarry,2018,Jul,2018-07-01,13,87
Tiperarry,2018,Aug,2018-08-01,1,88
Tiperarry,2018,Sep,2018-09-01,1,89
Tiperarry,2018,Oct,2018-10-01,2,91
Tiperarry,2018,Nov,2018-11-01,0,91
Tiperarry,2018,Dec,2018-12-01,0,91
Tiperarry,2019,Jan,2019-01-01,25,116
Tiperarry,2019,Feb,2019-02-01,6,122
Tiperarry,2019,Mar,2019-03-01,9,131
Tiperarry,2019,Apr,2019-04-01,7,138
Tiperarry,2019,May,2019-05-01,3,141
Tiperarry,2019,Jun,2019-06-01,0,141
Tiperarry,2019,Jul,2019-07-01,9,150
Tiperarry,2019,Aug,2019-08-01,5,155
Tiperarry,2019,Sep,2019-09-01,2,157
Tiperarry,2019,Oct,2019-10-01,3,160
Tiperarry,2019,Nov,2019-11-01,3,163
Tiperarry,2019,Dec,2019-12-01,1,164
Tiperarry,2020,Jan,2020-01-01,31,195
Tiperarry,2020,Feb,2020-02-01,8,203
Tiperarry,2020,Mar,2020-03-01,10,213
Tiperarry,2020,Apr,2020-04-01,3,216
Tiperarry,2020,May,2020-05-01,3,219
Tiperarry,2020,Jun,2020-06-01,0,219
Tiperarry,2020,Jul,2020-07-01,32,251
Tiperarry,2020,Aug,2020-08-01,11,262
Tiperarry,2020,Sep,2020-09-01,15,277
Tiperarry,2020,Oct,2020-10-01,9,286
Tiperarry,2020,Nov,2020-11-01,2,288
Tiperarry,2020,Dec,2020-12-01,1,289
Tiperarry,2021,Jan,2021-01-01,51,340
Tiperarry,2021,Feb,2021-02-01,49,389
Tiperarry,2021,Mar,2021-03-01,28,417
Tiperarry,2021,Apr,2021-04-01,22,439
Tiperarry,2021,May,2021-05-01,20,459
Tiperarry,2021,Jun,2021-06-01,8,467
Tiperarry,2021,Jul,2021-07-01,82,549
Tiperarry,2021,Aug,2021-08-01,20,569
Tiperarry,2021,Sep,2021-09-01,18,587
Tiperarry,2021,Oct,2021-10-01,12,599
Tiperarry,2021,Nov,2021-11-01,6,605
Tiperarry,2021,Dec,2021-12-01,3,608
Tiperarry,2022,Jan,2022-01-01,109,717
Tiperarry,2022,Feb,2022-02-01,57,774
Tiperarry,2022,Mar,2022-03-01,60,834
Tiperarry,2022,Apr,2022-04-01,35,869
Tiperarry,2022,May,2022-05-01,20,889
Tiperarry,2022,Jun,2022-06-01,3,892
Tiperarry,2022,Jul,2022-07-01,74,966
Tiperarry,2022,Aug,2022-08-01,42,1008
Tiperarry,2022,Sep,2022-09-01,42,1050
Tiperarry,2022,Oct,2022-10-01,14,1064
Tiperarry,2022,Nov,2022-11-01,6,1070
Tiperarry,2022,Dec,2022-12-01,3,1073
Tiperarry,2023,Jan,2023-01-01,108,1181
Tiperarry,2023,Feb,2023-02-01,78,1259
Tiperarry,2023,Mar,2023-03-01,82,1341
Tiperarry,2023,Apr,2023-04-01,37,1378
Tiperarry,2023,May,2023-05-01,31,1409
Tiperarry,2023,Jun,2023-06-01,16,1425
Tiperarry,2023,Jul,2023-07-01,108,1533
Tiperarry,2023,Aug,2023-08-01,41,1574
Tiperarry,2023,Sep,2023-09-01,22,1596
Tiperarry,2023,Oct,2023-10-01,8,1604
Tiperarry,2023,Nov,2023-11-01,5,1609
Tiperarry,2023,Dec,2023-12-01,2,1611
Tiperarry,2024,Jan,2024-01-01,101,1712
Tiperarry,2024,Feb,2024-02-01,44,1756
Tiperarry,2024,Mar,2024-03-01,32,1788
Tiperarry,2024,Apr,2024-04-01,35,1823
Tiperarry,2024,May,2024-05-01,17,1840
Tiperarry,2024,Jun,2024-06-01,4,1844
Tiperarry,2024,Jul,2024-07-01,89,1933
Tiperarry,2024,Aug,2024-08-01,,
Tiperarry,2024,Sep,2024-09-01,,
Tiperarry,2024,Oct,2024-10-01,,
Tiperarry,2024,Nov,2024-11-01,,
Tiperarry,2024,Dec,2024-12-01,,
Waterford,2014,Jan,2014-01-01,3,3
Waterford,2014,Feb,2014-02-01,1,4
Waterford,2014,Mar,2014-03-01,0,4
Waterford,2014,Apr,2014-04-01,1,5
Waterford,2014,May,2014-05-01,0,5
Waterford,2014,Jun,2014-06-01,0,5
Waterford,2014,Jul,2014-07-01,3,8
Waterford,2014,Aug,2014-08-01,2,10
Waterford,2014,Sep,2014-09-01,0,10
Waterford,2014,Oct,2014-10-01,0,10
Waterford,2014,Nov,2014-11-01,0,10
Waterford,2014,Dec,2014-12-01,0,10
Waterford,2015,Jan,2015-01-01,3,13
Waterford,2015,Feb,2015-02-01,1,14
Waterford,2015,Mar,2015-03-01,2,16
Waterford,2015,Apr,2015-04-01,1,17
Waterford,2015,May,2015-05-01,2,19
Waterford,2015,Jun,2015-06-01,0,19
Waterford,2015,Jul,2015-07-01,6,25
Waterford,2015,Aug,2015-08-01,0,25
Waterford,2015,Sep,2015-09-01,0,25
Waterford,2015,Oct,2015-10-01,1,26
Waterford,2015,Nov,2015-11-01,0,26
Waterford,2015,Dec,2015-12-01,0,26
Waterford,2016,Jan,2016-01-01,3,29
Waterford,2016,Feb,2016-02-01,3,32
Waterford,2016,Mar,2016-03-01,2,34
Waterford,2016,Apr,2016-04-01,0,34
Waterford,2016,May,2016-05-01,0,34
Waterford,2016,Jun,2016-06-01,0,34
Waterford,2016,Jul,2016-07-01,3,37
Waterford,2016,Aug,2016-08-01,0,37
Waterford,2016,Sep,2016-09-01,1,38
Waterford,2016,Oct,2016-10-01,0,38
Waterford,2016,Nov,2016-11-01,0,38
Waterford,2016,Dec,2016-12-01,0,38
Waterford,2017,Jan,2017-01-01,6,44
Waterford,2017,Feb,2017-02-01,2,46
Waterford,2017,Mar,2017-03-01,1,47
Waterford,2017,Apr,2017-04-01,0,47
Waterford,2017,May,2017-05-01,0,47
Waterford,2017,Jun,2017-06-01,0,47
Waterford,2017,Jul,2017-07-01,2,49
Waterford,2017,Aug,2017-08-01,0,49
Waterford,2017,Sep,2017-09-01,2,51
Waterford,2017,Oct,2017-10-01,0,51
Waterford,2017,Nov,2017-11-01,0,51
Waterford,2017,Dec,2017-12-01,0,51
Waterford,2018,Jan,2018-01-01,2,53
Waterford,2018,Feb,2018-02-01,3,56
Waterford,2018,Mar,2018-03-01,3,59
Waterford,2018,Apr,2018-04-01,1,60
Waterford,2018,May,2018-05-01,5,65
Waterford,2018,Jun,2018-06-01,1,66
Waterford,2018,Jul,2018-07-01,7,73
Waterford,2018,Aug,2018-08-01,2,75
Waterford,2018,Sep,2018-09-01,2,77
Waterford,2018,Oct,2018-10-01,1,78
Waterford,2018,Nov,2018-11-01,0,78
Waterford,2018,Dec,2018-12-01,0,78
Waterford,2019,Jan,2019-01-01,21,99
Waterford,2019,Feb,2019-02-01,8,107
Waterford,2019,Mar,2019-03-01,8,115
Waterford,2019,Apr,2019-04-01,11,126
Waterford,2019,May,2019-05-01,6,132
Waterford,2019,Jun,2019-06-01,0,132
Waterford,2019,Jul,2019-07-01,20,152
Waterford,2019,Aug,2019-08-01,1,153
Waterford,2019,Sep,2019-09-01,3,156
Waterford,2019,Oct,2019-10-01,3,159
Waterford,2019,Nov,2019-11-01,1,160
Waterford,2019,Dec,2019-12-01,1,161
Waterford,2020,Jan,2020-01-01,14,175
Waterford,2020,Feb,2020-02-01,8,183
Waterford,2020,Mar,2020-03-01,8,191
Waterford,2020,Apr,2020-04-01,2,193
Waterford,2020,May,2020-05-01,0,193
Waterford,2020,Jun,2020-06-01,2,195
Waterford,2020,Jul,2020-07-01,25,220
Waterford,2020,Aug,2020-08-01,6,226
Waterford,2020,Sep,2020-09-01,20,246
Waterford,2020,Oct,2020-10-01,5,251
Waterford,2020,Nov,2020-11-01,2,253
Waterford,2020,Dec,2020-12-01,3,256
Waterford,2021,Jan,2021-01-01,47,303
Waterford,2021,Feb,2021-02-01,27,330
Waterford,2021,Mar,2021-03-01,42,372
Waterford,2021,Apr,2021-04-01,23,395
Waterford,2021,May,2021-05-01,18,413
Waterford,2021,Jun,2021-06-01,19,432
Waterford,2021,Jul,2021-07-01,92,524
Waterford,2021,Aug,2021-08-01,21,545
Waterford,2021,Sep,2021-09-01,16,561
Waterford,2021,Oct,2021-10-01,10,571
Waterford,2021,Nov,2021-11-01,7,578
Waterford,2021,Dec,2021-12-01,1,579
Waterford,2022,Jan,2022-01-01,106,685
Waterford,2022,Feb,2022-02-01,52,737
Waterford,2022,Mar,2022-03-01,63,800
Waterford,2022,Apr,2022-04-01,42,842
Waterford,2022,May,2022-05-01,20,862
Waterford,2022,Jun,2022-06-01,4,866
Waterford,2022,Jul,2022-07-01,77,943
Waterford,2022,Aug,2022-08-01,36,979
Waterford,2022,Sep,2022-09-01,54,1033
Waterford,2022,Oct,2022-10-01,11,1044
Waterford,2022,Nov,2022-11-01,5,1049
Waterford,2022,Dec,2022-12-01,1,1050
Waterford,2023,Jan,2023-01-01,114,1164
Waterford,2023,Feb,2023-02-01,71,1235
Waterford,2023,Mar,2023-03-01,93,1328
Waterford,2023,Apr,2023-04-01,39,1367
Waterford,2023,May,2023-05-01,40,1407
Waterford,2023,Jun,2023-06-01,16,1423
Waterford,2023,Jul,2023-07-01,127,1550
Waterford,2023,Aug,2023-08-01,33,1583
Waterford,2023,Sep,2023-09-01,25,1608
Waterford,2023,Oct,2023-10-01,6,1614
Waterford,2023,Nov,2023-11-01,6,1620
Waterford,2023,Dec,2023-12-01,1,1621
Waterford,2024,Jan,2024-01-01,143,1764
Waterford,2024,Feb,2024-02-01,64,1828
Waterford,2024,Mar,2024-03-01,72,1900
Waterford,2024,Apr,2024-04-01,33,1933
Waterford,2024,May,2024-05-01,26,1959
Waterford,2024,Jun,2024-06-01,9,1968
Waterford,2024,Jul,2024-07-01,130,2098
Waterford,2024,Aug,2024-08-01,,
Waterford,2024,Sep,2024-09-01,,
Waterford,2024,Oct,2024-10-01,,
Waterford,2024,Nov,2024-11-01,,
Waterford,2024,Dec,2024-12-01,,
Clare,2014,Jan,2014-01-01,1,1
Clare,2014,Feb,2014-02-01,1,2
Clare,2014,Mar,2014-03-01,1,3
Clare,2014,Apr,2014-04-01,0,3
Clare,2014,May,2014-05-01,0,3
Clare,2014,Jun,2014-06-01,0,3
Clare,2014,Jul,2014-07-01,0,3
Clare,2014,Aug,2014-08-01,0,3
Clare,2014,Sep,2014-09-01,0,3
Clare,2014,Oct,2014-10-01,0,3
Clare,2014,Nov,2014-11-01,0,3
Clare,2014,Dec,2014-12-01,0,3
Clare,2015,Jan,2015-01-01,3,6
Clare,2015,Feb,2015-02-01,1,7
Clare,2015,Mar,2015-03-01,2,9
Clare,2015,Apr,2015-04-01,2,11
Clare,2015,May,2015-05-01,1,12
Clare,2015,Jun,2015-06-01,0,12
Clare,2015,Jul,2015-07-01,2,14
Clare,2015,Aug,2015-08-01,1,15
Clare,2015,Sep,2015-09-01,0,15
Clare,2015,Oct,2015-10-01,0,15
Clare,2015,Nov,2015-11-01,0,15
Clare,2015,Dec,2015-12-01,0,15
Clare,2016,Jan,2016-01-01,3,18
Clare,2016,Feb,2016-02-01,3,21
Clare,2016,Mar,2016-03-01,6,27
Clare,2016,Apr,2016-04-01,1,28
Clare,2016,May,2016-05-01,0,28
Clare,2016,Jun,2016-06-01,1,29
Clare,2016,Jul,2016-07-01,2,31
Clare,2016,Aug,2016-08-01,1,32
Clare,2016,Sep,2016-09-01,0,32
Clare,2016,Oct,2016-10-01,0,32
Clare,2016,Nov,2016-11-01,2,34
Clare,2016,Dec,2016-12-01,0,34
Clare,2017,Jan,2017-01-01,5,39
Clare,2017,Feb,2017-02-01,2,41
Clare,2017,Mar,2017-03-01,3,44
Clare,2017,Apr,2017-04-01,1,45
Clare,2017,May,2017-05-01,2,47
Clare,2017,Jun,2017-06-01,0,47
Clare,2017,Jul,2017-07-01,3,50
Clare,2017,Aug,2017-08-01,3,53
Clare,2017,Sep,2017-09-01,0,53
Clare,2017,Oct,2017-10-01,0,53
Clare,2017,Nov,2017-11-01,0,53
Clare,2017,Dec,2017-12-01,0,53
Clare,2018,Jan,2018-01-01,3,56
Clare,2018,Feb,2018-02-01,1,57
Clare,2018,Mar,2018-03-01,2,59
Clare,2018,Apr,2018-04-01,2,61
Clare,2018,May,2018-05-01,2,63
Clare,2018,Jun,2018-06-01,0,63
Clare,2018,Jul,2018-07-01,8,71
Clare,2018,Aug,2018-08-01,12,83
Clare,2018,Sep,2018-09-01,1,84
Clare,2018,Oct,2018-10-01,0,84
Clare,2018,Nov,2018-11-01,2,86
Clare,2018,Dec,2018-12-01,0,86
Clare,2019,Jan,2019-01-01,20,106
Clare,2019,Feb,2019-02-01,8,114
Clare,2019,Mar,2019-03-01,4,118
Clare,2019,Apr,2019-04-01,1,119
Clare,2019,May,2019-05-01,3,122
Clare,2019,Jun,2019-06-01,1,123
Clare,2019,Jul,2019-07-01,22,145
Clare,2019,Aug,2019-08-01,5,150
Clare,2019,Sep,2019-09-01,5,155
Clare,2019,Oct,2019-10-01,2,157
Clare,2019,Nov,2019-11-01,3,160
Clare,2019,Dec,2019-12-01,1,161
Clare,2020,Jan,2020-01-01,21,182
Clare,2020,Feb,2020-02-01,12,194
Clare,2020,Mar,2020-03-01,6,200
Clare,2020,Apr,2020-04-01,2,202
Clare,2020,May,2020-05-01,1,203
Clare,2020,Jun,2020-06-01,2,205
Clare,2020,Jul,2020-07-01,20,225
Clare,2020,Aug,2020-08-01,8,233
Clare,2020,Sep,2020-09-01,12,245
Clare,2020,Oct,2020-10-01,4,249
Clare,2020,Nov,2020-11-01,1,250
Clare,2020,Dec,2020-12-01,0,250
Clare,2021,Jan,2021-01-01,35,285
Clare,2021,Feb,2021-02-01,26,311
Clare,2021,Mar,2021-03-01,31,342
Clare,2021,Apr,2021-04-01,22,364
Clare,2021,May,2021-05-01,24,388
Clare,2021,Jun,2021-06-01,9,397
Clare,2021,Jul,2021-07-01,51,448
Clare,2021,Aug,2021-08-01,26,474
Clare,2021,Sep,2021-09-01,21,495
Clare,2021,Oct,2021-10-01,13,508
Clare,2021,Nov,2021-11-01,7,515
Clare,2021,Dec,2021-12-01,2,517
Clare,2022,Jan,2022-01-01,63,580
Clare,2022,Feb,2022-02-01,37,617
Clare,2022,Mar,2022-03-01,54,671
Clare,2022,Apr,2022-04-01,33,704
Clare,2022,May,2022-05-01,19,723
Clare,2022,Jun,2022-06-01,6,729
Clare,2022,Jul,2022-07-01,74,803
Clare,2022,Aug,2022-08-01,39,842
Clare,2022,Sep,2022-09-01,31,873
Clare,2022,Oct,2022-10-01,19,892
Clare,2022,Nov,2022-11-01,7,899
Clare,2022,Dec,2022-12-01,1,900
Clare,2023,Jan,2023-01-01,82,982
Clare,2023,Feb,2023-02-01,66,1048
Clare,2023,Mar,2023-03-01,86,1134
Clare,2023,Apr,2023-04-01,41,1175
Clare,2023,May,2023-05-01,36,1211
Clare,2023,Jun,2023-06-01,26,1237
Clare,2023,Jul,2023-07-01,99,1336
Clare,2023,Aug,2023-08-01,61,1397
Clare,2023,Sep,2023-09-01,28,1425
Clare,2023,Oct,2023-10-01,11,1436
Clare,2023,Nov,2023-11-01,5,1441
Clare,2023,Dec,2023-12-01,1,1442
Clare,2024,Jan,2024-01-01,106,1548
Clare,2024,Feb,2024-02-01,47,1595
Clare,2024,Mar,2024-03-01,47,1642
Clare,2024,Apr,2024-04-01,26,1668
Clare,2024,May,2024-05-01,25,1693
Clare,2024,Jun,2024-06-01,11,1704
Clare,2024,Jul,2024-07-01,86,1790
Clare,2024,Aug,2024-08-01,,
Clare,2024,Sep,2024-09-01,,
Clare,2024,Oct,2024-10-01,,
Clare,2024,Nov,2024-11-01,,
Clare,2024,Dec,2024-12-01,,
Cork,2014,Jan,2014-01-01,2,2
Cork,2014,Feb,2014-02-01,1,3
Cork,2014,Mar,2014-03-01,4,7
Cork,2014,Apr,2014-04-01,1,8
Cork,2014,May,2014-05-01,2,10
Cork,2014,Jun,2014-06-01,1,11
Cork,2014,Jul,2014-07-01,4,15
Cork,2014,Aug,2014-08-01,3,18
Cork,2014,Sep,2014-09-01,0,18
Cork,2014,Oct,2014-10-01,4,22
Cork,2014,Nov,2014-11-01,1,23
Cork,2014,Dec,2014-12-01,0,23
Cork,2015,Jan,2015-01-01,19,42
Cork,2015,Feb,2015-02-01,2,44
Cork,2015,Mar,2015-03-01,15,59
Cork,2015,Apr,2015-04-01,8,67
Cork,2015,May,2015-05-01,4,71
Cork,2015,Jun,2015-06-01,1,72
Cork,2015,Jul,2015-07-01,12,84
Cork,2015,Aug,2015-08-01,3,87
Cork,2015,Sep,2015-09-01,4,91
Cork,2015,Oct,2015-10-01,2,93
Cork,2015,Nov,2015-11-01,4,97
Cork,2015,Dec,2015-12-01,1,98
Cork,2016,Jan,2016-01-01,10,108
Cork,2016,Feb,2016-02-01,11,119
Cork,2016,Mar,2016-03-01,14,133
Cork,2016,Apr,2016-04-01,4,137
Cork,2016,May,2016-05-01,2,139
Cork,2016,Jun,2016-06-01,1,140
Cork,2016,Jul,2016-07-01,9,149
Cork,2016,Aug,2016-08-01,6,155
Cork,2016,Sep,2016-09-01,7,162
Cork,2016,Oct,2016-10-01,2,164
Cork,2016,Nov,2016-11-01,0,164
Cork,2016,Dec,2016-12-01,0,164
Cork,2017,Jan,2017-01-01,33,197
Cork,2017,Feb,2017-02-01,9,206
Cork,2017,Mar,2017-03-01,11,217
Cork,2017,Apr,2017-04-01,6,223
Cork,2017,May,2017-05-01,4,227
Cork,2017,Jun,2017-06-01,0,227
Cork,2017,Jul,2017-07-01,15,242
Cork,2017,Aug,2017-08-01,8,250
Cork,2017,Sep,2017-09-01,6,256
Cork,2017,Oct,2017-10-01,5,261
Cork,2017,Nov,2017-11-01,3,264
Cork,2017,Dec,2017-12-01,0,264
Cork,2018,Jan,2018-01-01,23,287
Cork,2018,Feb,2018-02-01,15,302
Cork,2018,Mar,2018-03-01,22,324
Cork,2018,Apr,2018-04-01,22,346
Cork,2018,May,2018-05-01,11,357
Cork,2018,Jun,2018-06-01,3,360
Cork,2018,Jul,2018-07-01,48,408
Cork,2018,Aug,2018-08-01,17,425
Cork,2018,Sep,2018-09-01,12,437
Cork,2018,Oct,2018-10-01,13,450
Cork,2018,Nov,2018-11-01,5,455
Cork,2018,Dec,2018-12-01,2,457
Cork,2019,Jan,2019-01-01,124,581
Cork,2019,Feb,2019-02-01,65,646
Cork,2019,Mar,2019-03-01,54,700
Cork,2019,Apr,2019-04-01,43,743
Cork,2019,May,2019-05-01,33,776
Cork,2019,Jun,2019-06-01,12,788
Cork,2019,Jul,2019-07-01,101,889
Cork,2019,Aug,2019-08-01,27,916
Cork,2019,Sep,2019-09-01,14,930
Cork,2019,Oct,2019-10-01,27,957
Cork,2019,Nov,2019-11-01,38,995
Cork,2019,Dec,2019-12-01,5,1000
Cork,2020,Jan,2020-01-01,182,1182
Cork,2020,Feb,2020-02-01,58,1240
Cork,2020,Mar,2020-03-01,53,1293
Cork,2020,Apr,2020-04-01,2,1295
Cork,2020,May,2020-05-01,24,1319
Cork,2020,Jun,2020-06-01,8,1327
Cork,2020,Jul,2020-07-01,177,1504
Cork,2020,Aug,2020-08-01,54,1558
Cork,2020,Sep,2020-09-01,78,1636
Cork,2020,Oct,2020-10-01,23,1659
Cork,2020,Nov,2020-11-01,11,1670
Cork,2020,Dec,2020-12-01,6,1676
Cork,2021,Jan,2021-01-01,215,1891
Cork,2021,Feb,2021-02-01,192,2083
Cork,2021,Mar,2021-03-01,236,2319
Cork,2021,Apr,2021-04-01,112,2431
Cork,2021,May,2021-05-01,94,2525
Cork,2021,Jun,2021-06-01,66,2591
Cork,2021,Jul,2021-07-01,480,3071
Cork,2021,Aug,2021-08-01,148,3219
Cork,2021,Sep,2021-09-01,112,3331
Cork,2021,Oct,2021-10-01,118,3449
Cork,2021,Nov,2021-11-01,19,3468
Cork,2021,Dec,2021-12-01,6,3474
Cork,2022,Jan,2022-01-01,528,4002
Cork,2022,Feb,2022-02-01,272,4274
Cork,2022,Mar,2022-03-01,303,4577
Cork,2022,Apr,2022-04-01,176,4753
Cork,2022,May,2022-05-01,115,4868
Cork,2022,Jun,2022-06-01,27,4895
Cork,2022,Jul,2022-07-01,448,5343
Cork,2022,Aug,2022-08-01,214,5557
Cork,2022,Sep,2022-09-01,209,5766
Cork,2022,Oct,2022-10-01,74,5840
Cork,2022,Nov,2022-11-01,44,5884
Cork,2022,Dec,2022-12-01,7,5891
Cork,2023,Jan,2023-01-01,626,6517
Cork,2023,Feb,2023-02-01,365,6882
Cork,2023,Mar,2023-03-01,510,7392
Cork,2023,Apr,2023-04-01,295,7687
Cork,2023,May,2023-05-01,254,7941
Cork,2023,Jun,2023-06-01,144,8085
Cork,2023,Jul,2023-07-01,668,8753
Cork,2023,Aug,2023-08-01,267,9020
Cork,2023,Sep,2023-09-01,212,9232
Cork,2023,Oct,2023-10-01,73,9305
Cork,2023,Nov,2023-11-01,37,9342
Cork,2023,Dec,2023-12-01,18,9360
Cork,2024,Jan,2024-01-01,799,10159
Cork,2024,Feb,2024-02-01,350,10509
Cork,2024,Mar,2024-03-01,321,10830
Cork,2024,Apr,2024-04-01,192,11022
Cork,2024,May,2024-05-01,126,11148
Cork,2024,Jun,2024-06-01,88,11236
Cork,2024,Jul,2024-07-01,603,11839
Cork,2024,Aug,2024-08-01,,
Cork,2024,Sep,2024-09-01,,
Cork,2024,Oct,2024-10-01,,
Cork,2024,Nov,2024-11-01,,
Cork,2024,Dec,2024-12-01,,
Monaghan,2014,Jan,2014-01-01,0,0
